country;latitude;longitude;time;weather_code;temperature_2m_max;temperature_2m_min;apparent_temperature_max;apparent_temperature_min;sunrise;sunset;daylight_duration;sunshine_duration;uv_index_max;uv_index_clear_sky_max;precipitation_hours;wind_speed_10m_max;wind_gusts_10m_max;precipitation_sum;rain_sum;showers_sum;snowfall_sum
Saint Helena;-24.12;-10.0;2025-02-03;2;25.0;24.4;30.1;26.8;2025-02-03T08:19:00+03:00;2025-02-03T21:27:00+03:00;47286.98;44535.54;9.2;9.2;0.0;9.0;13.7;0.0;0.0;0.0;0.0
Slovenia;46.14;15.0;2025-01-29;3;11.4;5.5;8.9;3.2;2025-01-29T10:25:00+03:00;2025-01-29T20:00:00+03:00;34467.03;28165.37;2.1;2.25;0.0;14.8;31.7;0.0;0.0;0.0;0.0
Slovenia;46.14;15.0;2025-02-03;3;5.2;-1.5;1.0;-5.1;2025-02-03T10:19:00+03:00;2025-02-03T20:07:00+03:00;35278.86;24960.97;2.3;2.3;0.0;11.2;28.4;0.0;0.0;0.0;0.0
Slovenia;46.14;15.0;2025-02-04;0;1.7;-3.9;-2.8;-7.3;2025-02-04T10:18:00+03:00;2025-02-04T20:09:00+03:00;35448.54;31666.69;2.4;2.4;0.0;9.8;23.8;0.0;0.0;0.0;0.0
Slovakia;48.67;19.7;2025-01-31;3;6.1;-5.7;1.9;-9.5;2025-01-31T10:11:00+03:00;2025-01-31T19:37:00+03:00;33946.86;28800.0;1.95;2.0;0.0;13.9;32.8;0.0;0.0;0.0;0.0
Slovakia;48.67;19.7;2025-02-02;2;2.3;-8.2;-2.0;-11.7;2025-02-02T10:08:00+03:00;2025-02-02T19:40:00+03:00;34308.55;29872.26;2.1;2.1;0.0;9.1;25.9;0.0;0.0;0.0;0.0
San Marino;43.94;12.46;2025-02-01;45;8.4;5.5;6.8;4.0;2025-02-01T10:27:00+03:00;2025-02-01T20:20:00+03:00;35596.0;0.0;1.25;2.6;4.0;6.3;18.4;0.5;0.2;0.3;0.0
Senegal;14.5;-14.5;2025-02-03;3;30.5;14.5;27.1;10.7;2025-02-03T10:25:00+03:00;2025-02-03T21:57:00+03:00;41540.24;38947.87;6.8;6.8;0.0;18.8;38.2;0.0;0.0;0.0;0.0
Somalia;5.12;46.25;2025-02-04;2;31.8;18.7;30.4;16.8;2025-02-04T09:11:00+03:00;2025-02-04T21:06:00+03:00;42905.76;40397.38;8.4;8.4;0.0;27.8;46.4;0.0;0.0;0.0;0.0
Suriname;3.88;-56.0;2025-01-28;95;30.1;23.1;34.8;28.0;2025-01-28T09:58:00+03:00;2025-01-28T21:55:00+03:00;43015.24;33711.72;8.5;8.5;18.0;9.7;28.4;6.2;0.0;6.2;0.0
El Salvador;13.75;-88.88;2025-01-30;3;30.7;19.8;31.1;21.4;2025-01-30T09:22:00+03:00;2025-01-30T20:54:00+03:00;41514.51;37446.87;7.85;7.85;0.0;17.5;36.4;0.0;0.0;0.0;0.0
Syria;34.81;39.0;2025-01-29;0;14.0;2.0;11.6;-1.3;2025-01-29T10:24:00+03:00;2025-01-29T20:49:00+03:00;37520.21;33547.46;4.15;4.15;0.0;7.1;10.8;0.0;0.0;0.0;0.0
Syria;34.81;39.0;2025-01-30;3;14.6;1.7;11.4;-1.5;2025-01-30T10:23:00+03:00;2025-01-30T20:50:00+03:00;37621.58;33730.6;4.35;4.35;0.0;10.4;18.4;0.0;0.0;0.0;0.0
Syria;34.81;39.0;2025-02-02;2;15.6;2.7;12.6;-0.5;2025-02-02T10:21:00+03:00;2025-02-02T20:53:00+03:00;37937.67;34797.15;4.4;4.4;0.0;8.7;16.2;0.0;0.0;0.0;0.0
Swaziland;-26.5;31.5;2025-01-29;3;30.0;21.0;32.5;23.2;2025-01-29T08:26:00+03:00;2025-01-29T21:47:00+03:00;48103.09;43811.37;9.5;9.5;5.0;13.0;27.0;0.5;0.0;0.5;0.0
Swaziland;-26.5;31.5;2025-02-02;3;32.0;23.4;36.0;27.0;2025-02-02T08:29:00+03:00;2025-02-02T21:45:00+03:00;47799.82;43090.38;9.3;9.45;0.0;20.5;40.7;0.0;0.0;0.0;0.0
Turks and Caicos Islands;21.75;-71.75;2025-01-30;2;24.5;24.0;25.6;22.9;2025-01-30T09:25:00+03:00;2025-01-30T20:35:00+03:00;40192.93;36000.0;5.0;6.45;0.0;32.0;43.9;0.0;0.0;0.0;0.0
Turks and Caicos Islands;21.75;-71.75;2025-02-03;2;25.9;24.8;27.7;25.3;2025-02-03T09:23:00+03:00;2025-02-03T20:37:00+03:00;40433.88;36920.07;6.4;6.4;0.0;24.9;35.3;0.0;0.0;0.0;0.0
Chad;15.5;18.75;2025-02-03;1;31.8;17.4;28.9;13.3;2025-02-03T09:13:00+03:00;2025-02-03T20:43:00+03:00;41389.05;37799.95;6.7;6.7;0.0;16.5;24.8;0.0;0.0;0.0;0.0
French Southern Territories;-49.38;69.5;2025-01-29;61;5.8;3.1;-0.1;-3.3;2025-01-29T08:01:00+03:00;2025-01-29T23:09:00+03:00;54485.43;31818.32;6.2;7.5;10.0;39.4;59.4;3.7;3.6;0.1;0.0
Togo;8.62;0.88;2025-02-01;3;34.8;20.8;36.9;19.3;2025-02-01T09:17:00+03:00;2025-02-01T21:02:00+03:00;42350.68;39810.17;7.2;7.2;0.0;6.1;16.2;0.0;0.0;0.0;0.0
Togo;8.62;0.88;2025-02-03;3;34.3;22.4;36.1;25.2;2025-02-03T09:16:00+03:00;2025-02-03T21:03:00+03:00;42396.11;39863.08;6.55;6.75;0.0;10.5;23.0;0.0;0.0;0.0;0.0
Thailand;15.88;101.0;2025-01-30;3;31.2;18.8;33.0;19.1;2025-01-30T09:46:00+03:00;2025-01-30T21:12:00+03:00;41152.63;38521.78;7.3;7.3;0.0;6.5;15.8;0.0;0.0;0.0;0.0
Thailand;15.88;101.0;2025-02-01;0;35.4;20.7;37.5;21.8;2025-02-01T09:45:00+03:00;2025-02-01T21:13:00+03:00;41235.63;38897.42;7.4;7.4;0.0;3.8;10.8;0.0;0.0;0.0;0.0
Thailand;15.88;101.0;2025-02-04;0;33.2;22.0;33.7;23.2;2025-02-04T09:45:00+03:00;2025-02-04T21:14:00+03:00;41365.71;39089.54;7.0;7.0;0.0;19.2;42.8;0.0;0.0;0.0;0.0
Tajikistan;39.0;71.12;2025-01-31;71;-12.0;-17.5;-16.8;-22.4;2025-01-31T10:22:00+03:00;2025-01-31T20:35:00+03:00;36741.7;32400.0;4.9;4.9;2.0;9.2;31.7;0.2;0.0;0.0;0.14
Tajikistan;39.0;71.12;2025-02-01;2;-11.1;-18.1;-15.2;-23.6;2025-02-01T10:21:00+03:00;2025-02-01T20:36:00+03:00;36865.3;33458.02;5.05;5.05;0.0;13.9;31.0;0.0;0.0;0.0;0.0
Tajikistan;39.0;71.12;2025-02-03;3;-7.7;-13.9;-12.1;-20.7;2025-02-03T10:19:00+03:00;2025-02-03T20:38:00+03:00;37118.63;33775.08;4.95;4.95;0.0;19.0;28.4;0.0;0.0;0.0;0.0
Tokelau;-9.0;-171.88;2025-02-04;80;28.0;27.4;32.9;31.2;2025-02-05T09:27:00+03:00;2025-02-05T21:55:00+03:00;44891.04;39955.55;9.25;9.25;24.0;17.5;29.5;9.9;0.0;9.9;0.0
Timor-Leste;-8.75;125.88;2025-01-29;95;25.5;19.2;28.8;22.2;2025-01-29T09:34:00+03:00;2025-01-29T22:04:00+03:00;44993.6;11804.59;7.65;9.85;9.0;4.8;20.5;8.8;0.0;8.8;0.0
Timor-Leste;-8.75;125.88;2025-02-03;96;27.3;19.4;32.3;21.1;2025-02-03T09:36:00+03:00;2025-02-03T22:04:00+03:00;44875.55;34652.95;6.7;9.45;9.0;6.5;47.5;9.3;0.0;9.3;0.0
Turkmenistan;39.0;59.56;2025-01-31;0;6.6;-3.0;1.7;-7.2;2025-01-31T11:08:00+03:00;2025-01-31T21:21:00+03:00;36741.7;32816.68;3.65;3.65;0.0;13.5;22.0;0.0;0.0;0.0;0.0
Turkmenistan;39.0;59.56;2025-02-04;1;10.0;-1.8;6.6;-5.2;2025-02-04T11:05:00+03:00;2025-02-04T21:26:00+03:00;37248.04;33992.25;3.5;3.5;0.0;9.7;14.4;0.0;0.0;0.0;0.0
Tunisia;33.88;9.56;2025-01-31;3;18.0;6.0;14.5;3.2;2025-01-31T10:18:00+03:00;2025-01-31T20:51:00+03:00;37937.0;32994.67;3.6;4.65;0.0;24.8;39.6;0.0;0.0;0.0;0.0
Tunisia;33.88;9.56;2025-02-01;95;18.4;11.8;16.1;9.2;2025-02-01T10:18:00+03:00;2025-02-01T20:52:00+03:00;38038.76;23563.58;4.45;4.65;6.0;22.4;34.9;2.1;0.0;2.1;0.0
Tonga;-21.12;-175.25;2025-02-04;95;28.0;27.2;32.2;30.3;2025-02-05T09:25:00+03:00;2025-02-05T22:23:00+03:00;46750.14;11864.26;1.35;9.15;22.0;23.3;41.4;15.7;0.6;15.4;0.0
Turkey;38.94;35.25;2025-01-30;3;10.4;-1.9;7.0;-5.5;2025-01-30T10:46:00+03:00;2025-01-30T20:57:00+03:00;36646.04;31994.62;3.7;3.7;0.0;7.5;11.2;0.0;0.0;0.0;0.0
Turkey;38.94;35.25;2025-01-31;3;10.1;0.4;6.6;-3.4;2025-01-31T10:45:00+03:00;2025-01-31T20:58:00+03:00;36767.3;30753.77;3.3;3.65;0.0;11.0;19.8;0.0;0.0;0.0;0.0
Turkey;38.94;35.25;2025-02-04;3;8.7;1.0;4.7;-2.5;2025-02-04T10:42:00+03:00;2025-02-04T21:03:00+03:00;37273.08;1638.37;2.8;3.45;5.0;22.9;40.7;0.5;0.3;0.2;0.0
Tuvalu;-7.12;177.62;2025-02-04;2;29.0;27.9;33.6;30.9;2025-02-04T09:11:00+03:00;2025-02-04T21:35:00+03:00;44620.5;42104.48;9.2;9.2;3.0;24.5;32.4;0.3;0.0;0.3;0.0
Taiwan;23.62;121.12;2025-01-29;45;3.5;-3.0;-1.3;-6.2;2025-01-29T09:37:00+03:00;2025-01-29T20:39:00+03:00;39767.42;34393.52;6.25;6.75;0.0;14.3;69.1;0.0;0.0;0.0;0.0
Taiwan;23.62;121.12;2025-02-04;61;3.9;-1.5;0.4;-4.9;2025-02-04T09:34:00+03:00;2025-02-04T20:43:00+03:00;40160.39;33092.87;1.15;6.65;3.0;13.0;78.5;1.2;0.3;0.9;0.0
Uganda;1.38;32.25;2025-01-30;3;32.2;18.0;32.3;18.6;2025-01-30T10:02:00+03:00;2025-01-30T22:06:00+03:00;43410.77;40896.43;9.15;9.15;0.0;13.0;28.1;0.0;0.0;0.0;0.0
Uganda;1.38;32.25;2025-02-01;3;32.8;19.0;32.6;19.2;2025-02-01T10:02:00+03:00;2025-02-01T22:06:00+03:00;43416.61;40909.29;9.0;9.2;0.0;11.8;25.6;0.0;0.0;0.0;0.0
Uganda;1.38;32.25;2025-02-04;2;34.4;19.9;36.5;22.6;2025-02-04T10:02:00+03:00;2025-02-04T22:06:00+03:00;43425.84;40929.08;9.0;9.0;0.0;16.8;33.8;0.0;0.0;0.0;0.0
Uruguay;-32.5;-55.75;2025-01-29;3;29.5;22.2;31.5;24.0;2025-01-29T09:04:00+03:00;2025-01-29T22:47:00+03:00;49362.49;30524.36;8.7;9.05;1.0;18.1;32.0;0.1;0.0;0.1;0.0
Uruguay;-32.5;-55.75;2025-01-30;3;30.2;21.0;31.4;21.1;2025-01-30T09:05:00+03:00;2025-01-30T22:46:00+03:00;49267.25;44007.03;9.1;9.1;0.0;19.4;33.8;0.0;0.0;0.0;0.0
Uzbekistan;41.38;64.62;2025-01-29;3;1.2;-4.1;-2.6;-7.9;2025-01-29T10:55:00+03:00;2025-01-29T20:53:00+03:00;35870.83;30588.57;3.15;3.15;0.0;8.9;14.0;0.0;0.0;0.0;0.0
Uzbekistan;41.38;64.62;2025-02-03;3;4.7;-2.8;-2.0;-9.1;2025-02-03T10:50:00+03:00;2025-02-03T20:59:00+03:00;36546.07;33061.62;3.3;3.3;0.0;25.5;38.9;0.0;0.0;0.0;0.0
Vatican City;41.88;12.44;2025-02-04;0;12.6;2.7;8.9;-0.1;2025-02-04T10:19:00+03:00;2025-02-04T20:29:00+03:00;36588.34;33085.82;3.05;3.05;0.0;9.0;23.4;0.0;0.0;0.0;0.0
Saint Vincent and the Grenadines;13.0;-61.25;2025-01-28;2;27.9;26.8;30.7;27.8;2025-01-28T09:31:00+03:00;2025-01-28T21:04:00+03:00;41565.3;38565.97;7.75;7.75;0.0;30.6;40.7;0.0;0.0;0.0;0.0
Saint Vincent and the Grenadines;13.0;-61.25;2025-02-03;2;26.8;25.9;29.2;26.8;2025-02-03T09:30:00+03:00;2025-02-03T21:06:00+03:00;41767.95;39193.17;7.65;7.65;9.0;29.8;39.6;0.9;0.0;0.6;0.0
Venezuela;6.5;-66.75;2025-02-01;2;37.1;26.3;40.2;30.0;2025-02-01T08:44:00+03:00;2025-02-01T20:36:00+03:00;42668.75;40163.32;8.55;8.55;0.0;15.5;35.3;0.0;0.0;0.0;0.0
British Virgin Islands;18.38;-64.62;2025-01-31;80;24.8;23.3;25.0;23.3;2025-01-31T09:51:00+03:00;2025-01-31T21:12:00+03:00;40810.69;38145.42;7.2;7.2;12.0;29.7;42.1;3.0;0.0;3.0;0.0
British Virgin Islands;18.38;-64.62;2025-02-03;2;24.2;23.4;25.5;23.5;2025-02-03T09:50:00+03:00;2025-02-03T21:13:00+03:00;40961.78;38430.51;7.0;7.0;12.0;24.4;34.2;1.2;0.0;1.2;0.0
U.S. Virgin Islands;18.38;-64.88;2025-01-29;2;26.3;25.0;31.5;28.3;2025-01-29T09:53:00+03:00;2025-01-29T21:11:00+03:00;40714.48;38040.28;7.15;7.15;10.0;16.2;22.0;1.0;0.0;1.0;0.0
Vietnam;14.0;108.25;2025-01-30;3;23.6;14.2;23.5;13.6;2025-01-30T09:14:00+03:00;2025-01-30T20:45:00+03:00;41455.5;36878.05;7.45;7.75;0.0;18.6;47.2;0.0;0.0;0.0;0.0
Vanuatu;-15.38;166.88;2025-01-31;80;27.6;21.1;31.7;25.0;2025-01-31T08:42:00+03:00;2025-01-31T21:29:00+03:00;46005.68;42952.32;1.5;9.9;6.0;9.7;23.8;0.9;0.0;0.9;0.0
Samoa;-13.75;-172.25;2025-02-02;80;29.6;26.8;35.2;32.1;2025-02-03T09:22:00+03:00;2025-02-03T22:02:00+03:00;45668.73;42300.23;9.8;9.8;7.0;17.7;34.9;1.4;0.0;1.4;0.0
Mayotte;-12.88;45.12;2025-02-01;95;28.7;26.6;33.8;31.3;2025-02-01T08:53:00+03:00;2025-02-01T21:32:00+03:00;45553.24;36254.5;9.4;9.75;24.0;17.3;34.6;22.4;0.0;22.4;0.0
South Africa;-30.5;23.0;2025-01-31;0;34.4;16.4;31.2;14.2;2025-01-31T08:55:00+03:00;2025-01-31T22:27:00+03:00;48759.92;45632.33;9.85;9.85;0.0;22.0;34.9;0.0;0.0;0.0;0.0
Zambia;-13.12;27.88;2025-02-01;80;23.2;18.6;25.9;20.7;2025-02-01T09:02:00+03:00;2025-02-01T21:41:00+03:00;45590.95;12205.32;9.3;9.7;15.0;10.4;27.7;17.4;4.2;12.9;0.0
Zambia;-13.12;27.88;2025-02-02;80;26.1;18.0;29.6;20.0;2025-02-02T09:02:00+03:00;2025-02-02T21:41:00+03:00;45554.59;32521.42;9.75;9.8;15.0;5.5;21.2;3.6;0.0;3.6;0.0
Zambia;-13.12;27.88;2025-02-03;45;27.9;18.2;31.9;20.9;2025-02-03T09:02:00+03:00;2025-02-03T21:41:00+03:00;45517.65;42949.46;9.45;9.45;3.0;6.1;19.4;0.3;0.0;0.3;0.0
Zimbabwe;-19.0;29.12;2025-01-30;2;28.8;14.6;32.5;14.3;2025-01-30T08:48:00+03:00;2025-01-30T21:45:00+03:00;46647.14;43169.19;9.95;9.95;0.0;15.2;29.9;0.0;0.0;0.0;0.0
Zimbabwe;-19.0;29.12;2025-02-01;2;31.7;18.4;34.5;18.8;2025-02-01T08:49:00+03:00;2025-02-01T21:44:00+03:00;46542.74;44090.65;9.9;9.9;0.0;14.7;26.3;0.0;0.0;0.0;0.0
Afghanistan;33.88;67.75;2025-02-03;85;-7.0;-12.0;-13.4;-16.1;2025-02-03T09:54:00+03:00;2025-02-03T20:31:00+03:00;38231.93;34581.2;5.0;5.0;1.0;27.8;43.2;0.8;0.0;0.0;0.42
Anguilla;18.25;-63.12;2025-01-30;80;26.8;25.8;30.2;27.2;2025-01-30T09:45:00+03:00;2025-01-30T21:05:00+03:00;40782.82;36398.49;7.2;7.2;12.0;30.3;39.6;2.0;0.0;2.0;0.0
Anguilla;18.25;-63.12;2025-01-31;2;26.8;26.0;27.1;25.6;2025-01-31T09:45:00+03:00;2025-01-31T21:06:00+03:00;40831.05;38167.97;7.2;7.2;5.0;37.6;51.1;0.5;0.0;0.5;0.0
Anguilla;18.25;-63.12;2025-02-02;80;26.4;25.1;27.0;24.9;2025-02-02T09:45:00+03:00;2025-02-02T21:07:00+03:00;40930.22;37325.7;7.25;7.25;18.0;35.9;49.3;3.9;0.0;3.9;0.0
Anguilla;18.25;-63.12;2025-02-03;2;26.4;25.5;27.9;25.7;2025-02-03T09:44:00+03:00;2025-02-03T21:07:00+03:00;40981.02;38358.4;7.0;7.0;15.0;31.6;42.5;1.5;0.0;1.5;0.0
Albania;41.12;20.12;2025-01-30;95;16.4;9.2;14.3;7.8;2025-01-30T09:52:00+03:00;2025-01-30T19:53:00+03:00;36090.14;23727.98;1.7;3.2;10.0;11.5;16.6;4.4;2.0;2.4;0.0
Armenia;40.06;45.0;2025-01-30;0;-1.8;-7.8;-5.9;-13.5;2025-01-30T11:10:00+03:00;2025-01-30T21:16:00+03:00;36354.15;32910.45;4.65;4.65;0.0;11.6;18.4;0.0;0.0;0.0;0.0
Armenia;40.06;45.0;2025-02-03;2;-4.6;-11.9;-8.4;-16.8;2025-02-03T11:06:00+03:00;2025-02-03T21:21:00+03:00;36873.23;33877.52;4.0;4.4;0.0;10.7;27.4;0.0;0.0;0.0;0.0
Armenia;40.06;45.0;2025-02-04;3;-4.5;-9.6;-9.7;-15.1;2025-02-04T11:05:00+03:00;2025-02-04T21:22:00+03:00;37007.98;27873.67;3.6;4.5;0.0;14.5;43.2;0.0;0.0;0.0;0.0
Netherlands Antilles;12.25;-69.12;2025-01-28;3;29.7;26.1;31.8;27.9;2025-01-28T10:02:00+03:00;2025-01-28T21:36:00+03:00;41687.21;38046.84;7.7;7.7;0.0;32.2;49.7;0.0;0.0;0.0;0.0
Netherlands Antilles;12.25;-69.12;2025-01-30;80;28.2;25.9;30.1;28.2;2025-01-30T10:01:00+03:00;2025-01-30T21:37:00+03:00;41748.18;37291.02;7.65;7.8;10.0;31.0;49.3;1.8;0.0;1.8;0.0
Netherlands Antilles;12.25;-69.12;2025-02-03;2;28.3;25.1;30.7;27.1;2025-02-03T10:01:00+03:00;2025-02-03T21:39:00+03:00;41877.54;38235.07;7.2;7.65;9.0;26.1;45.0;0.9;0.0;0.9;0.0
Angola;-11.25;17.88;2025-02-01;80;27.3;18.1;30.6;20.4;2025-02-01T08:44:00+03:00;2025-02-01T21:19:00+03:00;45297.95;42857.89;9.5;9.6;13.0;9.8;27.0;4.0;0.0;4.0;0.0
Angola;-11.25;17.88;2025-02-02;80;28.7;17.9;31.5;20.2;2025-02-02T08:44:00+03:00;2025-02-02T21:19:00+03:00;45266.83;37740.12;9.7;9.7;5.0;10.7;29.2;1.1;0.0;1.1;0.0
Antarctica;-75.25;-0.12;2025-01-31;0;-26.6;-31.2;-33.3;-37.4;2025-01-31T03:00:00+03:00;2025-02-01T03:00:00+03:00;86400.0;79358.91;5.45;5.45;0.0;18.6;25.2;0.0;0.0;0.0;0.0
Antarctica;-75.25;-0.12;2025-02-03;0;-27.3;-32.1;-34.4;-39.1;2025-02-03T03:00:00+03:00;2025-02-04T03:00:00+03:00;86400.0;81149.88;5.05;5.05;0.0;22.1;29.9;0.0;0.0;0.0;0.0
Argentina;-38.38;-63.62;2025-01-28;2;34.4;14.8;33.8;14.6;2025-01-28T09:23:00+03:00;2025-01-28T23:31:00+03:00;50926.85;47003.06;8.85;8.85;0.0;18.0;34.6;0.0;0.0;0.0;0.0
Argentina;-38.38;-63.62;2025-01-29;1;36.9;21.5;34.9;19.9;2025-01-29T09:24:00+03:00;2025-01-29T23:31:00+03:00;50809.51;46939.45;8.85;8.85;0.0;26.6;46.8;0.0;0.0;0.0;0.0
Argentina;-38.38;-63.62;2025-01-31;2;36.9;20.6;35.1;16.3;2025-01-31T09:26:00+03:00;2025-01-31T23:29:00+03:00;50567.5;46171.49;8.95;8.95;0.0;41.2;81.7;0.0;0.0;0.0;0.0
American Samoa;-14.25;-170.12;2025-02-01;80;28.6;28.0;35.3;32.4;2025-02-01T09:12:00+03:00;2025-02-01T21:55:00+03:00;45747.09;42397.11;9.85;9.85;21.0;18.7;27.7;3.9;0.0;3.9;0.0
Australia;-25.25;133.75;2025-01-30;0;38.6;25.2;35.6;21.2;2025-01-30T09:09:00+03:00;2025-01-30T22:26:00+03:00;47808.48;45006.43;9.5;9.5;0.0;25.7;42.5;0.0;0.0;0.0;0.0
Aruba;12.5;-70.0;2025-01-31;80;28.7;25.6;29.9;27.2;2025-01-31T10:05:00+03:00;2025-01-31T21:41:00+03:00;41741.08;36639.93;7.7;7.7;4.0;33.2;57.2;0.5;0.0;0.5;0.0
Aruba;12.5;-70.0;2025-02-02;3;27.9;25.2;30.0;26.9;2025-02-02T10:05:00+03:00;2025-02-02T21:42:00+03:00;41807.2;38036.75;7.8;7.8;12.0;26.1;46.8;1.8;0.0;1.8;0.0
Azerbaijan;40.12;47.56;2025-01-29;45;11.0;-0.6;8.7;-3.3;2025-01-29T11:01:00+03:00;2025-01-29T21:04:00+03:00;36213.69;27586.65;3.3;3.3;0.0;5.1;9.7;0.0;0.0;0.0;0.0
Bosnia and Herzegovina;43.92;17.68;2025-02-02;71;0.1;-2.9;-2.8;-6.0;2025-02-02T10:04:00+03:00;2025-02-02T20:00:00+03:00;35753.42;0.0;2.2;2.8;16.0;6.1;37.1;6.7;1.8;0.0;3.43
Barbados;13.25;-59.62;2025-01-30;2;27.9;23.9;28.4;24.3;2025-01-30T09:25:00+03:00;2025-01-30T20:58:00+03:00;41590.74;36917.96;7.65;7.75;0.0;27.8;50.8;0.0;0.0;0.0;0.0
Belgium;50.49;4.47;2025-02-01;0;5.2;-3.0;1.8;-6.4;2025-02-01T11:16:00+03:00;2025-02-01T20:34:00+03:00;33476.45;29080.32;1.95;1.95;0.0;9.2;33.1;0.0;0.0;0.0;0.0
Belgium;50.49;4.47;2025-02-04;1;6.8;-5.1;4.1;-8.5;2025-02-04T11:11:00+03:00;2025-02-04T20:39:00+03:00;34072.21;29559.49;1.8;1.85;0.0;7.7;16.9;0.0;0.0;0.0;0.0
Burkina Faso;12.25;-1.5;2025-01-29;3;34.6;19.7;31.2;16.5;2025-01-29T09:31:00+03:00;2025-01-29T21:06:00+03:00;41712.28;37986.87;6.95;6.95;0.0;18.0;39.6;0.0;0.0;0.0;0.0
Burkina Faso;12.25;-1.5;2025-02-04;2;36.1;20.7;32.9;17.3;2025-02-04T09:30:00+03:00;2025-02-04T21:09:00+03:00;41905.55;39342.58;6.4;6.65;0.0;16.5;36.4;0.0;0.0;0.0;0.0
Bulgaria;42.75;25.5;2025-01-31;3;11.1;5.0;9.2;2.6;2025-01-31T10:33:00+03:00;2025-01-31T20:29:00+03:00;35777.63;32051.71;2.9;2.9;0.0;8.3;30.6;0.0;0.0;0.0;0.0
Bahrain;25.88;50.62;2025-01-30;3;19.2;17.0;15.6;13.1;2025-01-30T09:22:00+03:00;2025-01-30T20:19:00+03:00;39433.49;32526.18;5.25;5.25;0.0;30.1;41.0;0.0;0.0;0.0;0.0
Burundi;-3.38;29.88;2025-01-29;95;22.5;16.1;25.3;17.5;2025-01-29T09:05:00+03:00;2025-01-29T21:21:00+03:00;44142.41;17682.68;9.7;9.7;21.0;4.0;13.7;18.9;2.4;16.4;0.0
Burundi;-3.38;29.88;2025-02-02;95;24.0;15.9;27.0;17.1;2025-02-02T09:06:00+03:00;2025-02-02T21:21:00+03:00;44104.82;33703.48;9.75;9.75;12.0;8.1;19.1;9.6;0.0;9.6;0.0
Benin;9.25;2.38;2025-01-29;3;36.0;19.0;33.8;17.2;2025-01-29T10:12:00+03:00;2025-01-29T21:55:00+03:00;42186.63;37235.55;7.05;7.05;0.0;16.1;32.0;0.0;0.0;0.0;0.0
Benin;9.25;2.38;2025-02-01;3;36.1;20.7;38.2;19.7;2025-02-01T10:11:00+03:00;2025-02-01T21:56:00+03:00;42256.61;39712.06;7.2;7.2;0.0;5.1;13.0;0.0;0.0;0.0;0.0
Benin;9.25;2.38;2025-02-02;3;37.4;22.3;36.0;25.5;2025-02-02T10:11:00+03:00;2025-02-02T21:56:00+03:00;42280.83;39740.07;6.95;7.25;0.0;13.5;26.6;0.0;0.0;0.0;0.0
Bermuda;32.38;-64.75;2025-01-29;2;19.0;18.0;17.1;13.3;2025-01-29T10:14:00+03:00;2025-01-29T20:49:00+03:00;38085.57;33104.09;4.7;4.7;0.0;40.5;55.1;0.0;0.0;0.0;0.0
Bermuda;32.38;-64.75;2025-01-30;3;19.5;14.9;15.0;11.0;2025-01-30T10:14:00+03:00;2025-01-30T20:50:00+03:00;38178.17;32758.65;4.45;4.8;0.0;41.0;56.9;0.0;0.0;0.0;0.0
Bermuda;32.38;-64.75;2025-02-02;80;17.7;15.5;16.8;10.7;2025-02-02T10:12:00+03:00;2025-02-02T20:53:00+03:00;38466.7;0.0;3.7;5.05;3.0;35.8;47.9;0.9;0.3;0.6;0.0
Brunei;4.62;114.62;2025-01-29;95;26.0;23.7;31.2;29.2;2025-01-29T09:37:00+03:00;2025-01-29T21:32:00+03:00;42903.63;0.0;3.9;8.65;19.0;11.4;25.9;65.0;33.1;32.0;0.0
Brunei;4.62;114.62;2025-01-30;80;28.4;23.2;34.3;28.3;2025-01-30T09:37:00+03:00;2025-01-30T21:32:00+03:00;42914.58;19833.74;8.15;8.7;10.0;7.1;21.6;3.0;0.1;2.7;0.0
Bolivia;-16.25;-63.62;2025-01-28;95;31.9;23.9;37.4;29.1;2025-01-28T09:02:00+03:00;2025-01-28T21:52:00+03:00;46252.0;39064.84;9.0;9.6;8.0;14.5;38.2;2.0;0.0;2.0;0.0
Bolivia;-16.25;-63.62;2025-02-01;3;33.9;24.6;39.6;29.5;2025-02-01T09:04:00+03:00;2025-02-01T21:52:00+03:00;46077.9;43463.57;8.05;9.5;0.0;12.8;27.4;0.0;0.0;0.0;0.0
Bolivia;-16.25;-63.62;2025-02-02;3;34.1;24.9;39.7;29.9;2025-02-02T09:04:00+03:00;2025-02-02T21:51:00+03:00;46032.34;40371.33;9.3;9.6;6.0;14.0;32.4;0.9;0.0;0.9;0.0
Bolivia;-16.25;-63.62;2025-02-03;3;32.1;24.2;37.6;28.9;2025-02-03T09:05:00+03:00;2025-02-03T21:51:00+03:00;45986.08;42769.39;5.35;9.15;6.0;12.4;25.2;1.5;0.0;1.5;0.0
Brazil;-14.25;-51.88;2025-01-31;96;27.8;24.0;34.4;29.0;2025-01-31T08:19:00+03:00;2025-01-31T21:02:00+03:00;45797.69;1699.55;1.2;9.4;18.0;8.3;28.4;24.9;0.1;24.7;0.0
Brazil;-14.25;-51.88;2025-02-01;95;26.8;23.9;32.0;28.8;2025-02-01T08:19:00+03:00;2025-02-01T21:02:00+03:00;45758.61;0.0;6.35;9.35;24.0;10.0;29.2;27.9;0.0;27.6;0.0
